2454021.65972	6.3			Vis.	ERB		6.2	6.4	1946+32 (a		No		G				KHI CYG
2454021.70208	6.4			N/A	LNL		64	59	a 9/94		No		G				KHI CYG
2454021.71736	6.5			Vis.	LRD		64	70	B10/93		No		G				KHI CYG
2454022.24	6.5			Vis.	KSZ	         					No		G				KHI CYG
2454022.2500	6.4			Vis.	VBH		61	64	SA0994		No		G				KHI CYG
2454022.28	6.3			Vis.	MEZ	         					No		G				KHI CYG
2454022.365	6.5			Vis.	ATI	         					No		G				KHI CYG
2454022.4	6.1			Vis.	WWJ		51	61	SB10/93		No		G				KHI CYG
2454022.42917	6.8			Vis.	RJG		66	74	SA1994		No		G				KHI CYG
2454022.43194	7.0			Vis.	CAI		67	73	SA1994		No		G				KHI CYG
2454022.5	6.6			Vis.	HAV		64	69	SA9/94		No		G				KHI CYG
2454022.5	6.4			Vis.	WEF						No		G				KHI CYG
2454022.6	6.6			Vis.	LZT	BF       					No		G				KHI CYG
2454022.61458	6.3			Vis.	ZAD		6.1	6.4	SB1986		No		G				KHI CYG
2454022.6229	6.8			Vis.	TYS		64	68	S/A/86		No		G				KHI CYG
2454023.2	6.6			Vis.	VOL		64	69	A9/94		No		G				KHI CYG
2454023.2	6.8			Vis.	VGK	K					No		G				KHI CYG
2454023.23	6.8			Vis.	KAF	         					No		G				KHI CYG
2454023.2604	6.5			Vis.	VEF		64	66	SB1093		No		G				KHI CYG
2454023.2993	6.6			Vis.	VDL		66	73	SB1093		No		G				KHI CYG
2454023.3	6.3			Vis.	KUC	         					No		G				KHI CYG
2454023.3	6.5			Vis.	GUN						No		G				KHI CYG
2454023.3	6.4			Vis.	VIA						No		G				KHI CYG
2454023.3	6.5			Vis.	VPZ	         					No		G				KHI CYG
2454023.30	6.5			Vis.	MAL	H				      =	No		G				KHI CYG
2454023.30	6.5			Vis.	MII	         					No		G				KHI CYG
2454023.34722	6.4			Vis.	SJOE		61	64	9/94	8x40 OUT OF FOCUS	No		G				KHI CYG
2454023.36458	6.32			Vis.	PJJ		61	67	AAVSO STAN		No		G				KHI CYG
2454023.38	6.8			Vis.	PUJ		64	75	SE10/93		No		G				KHI CYG
2454023.4382	6.7			Vis.	BVE		61	69	SA1994		No		G				KHI CYG
2454023.4444	6.4			Vis.	COV		40	64	S	20	No		G				KHI CYG
2454023.5	6.4			Vis.	WEF						No		G				KHI CYG
2454023.660	6.5			Vis.	WI		64	69	SB1993		No		G				KHI CYG
2454023.68056	6.7			Vis.	ZPA	O	6.4	7.3	SB1093	20X70 Binoculars Used	No		G				KHI CYG
2454023.91806	6.1			Vis.	MTH		6.0	6.4	10/93		No		G				KHI CYG
2454023.9993	6.9			Vis.	SSU						No		G				KHI CYG
2454024.2472	6.5			Vis.	RKE		57	64	AAVSO		No		G				KHI CYG
2454024.2618	6.7			Vis.	NDQ		64	69	9/94		No		G				KHI CYG
2454024.29	6.4			Vis.	SAC		61/64		S/b/1953		No		G				KHI CYG
2454024.3	6.6			Vis.	PIJ						No		G				KHI CYG
2454024.3	6.9			Vis.	VFK		64	73	SB1953		No		G				KHI CYG
2454024.3	6.6			Vis.	DAT						No		G				KHI CYG
2454024.3	6.7			Vis.	NDQ						No		G				KHI CYG
2454024.3076	6.2			Vis.	KOC					      =	No		G				KHI CYG
2454024.31	6.8			Vis.	KAF	         					No		G				KHI CYG
2454024.316	6.8			Vis.	ILE	         					No		G				KHI CYG
2454024.316	6.8			Vis.	MUV	         					No		G				KHI CYG
2454024.3563	6.5			Vis.	FMR		61	64	S B 93		No		G				KHI CYG
2454024.4	6.5			Vis.	KUC	         					No		G				KHI CYG
2454024.4	5.2			Vis.	MOI						No		D				KHI CYG
