JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer
2455800.76654,12.944,0.012,,V,SRIC,,ENSEMBLE,000-BKD-527,5249CV,MEAN 3 OBS. ERR BY QUADRATURE,0,2.21,Z,,11.668,,PTF11KLY,0,STD,,,
2455800.77917,13.0,,,Vis.,RR,,13.1,13.8,5249DID,,,,Z,,,,SN 2011FE,0,STD,,,
2455800.81474,12.83,0.01,,R,RIJ,L,138,140,5249cxz,,0,,Z,12.83,13.24,,PTF11kly,0,STD,,,
2455800.81707,12.94,0.02,,V,RIJ,L,138,140,5249cxz,,0,,Z,12.94,13.86,,PTF11kly,0,STD,,,
2455801.3160,12.7,,,Vis.,DPV,,11.9,12.8,5249DPC,,,,Z,,,,SN 2011FE,9,STD,,,
2455801.3194,12.3,,,Vis.,PLP,,119,123,5251QX,,,,Z,,,,SN 2011FE,30,STD,,,
2455801.33056,12.57,,,N/A,VKN,,117,138,5253rj,ED80/Canon 450D (mod) 420s/ISO800,,,Z,,,,PTF11KLY,0,STD,,,
2455801.34451,12.530,0.011,,V,ATE,,138,140,110825,,0,1.37,Z,,13.848,,SN 2011FE,0,STD,,,
2455801.34540,12.480,0.011,,V,ATE,,138,140,110825,,0,1.38,Z,,13.836,,SN 2011FE,0,STD,,,
2455801.34614,12.485,0.011,,V,ATE,,138,140,110825,,0,1.38,Z,,13.879,,SN 2011FE,0,STD,,,
2455801.34688,12.527,0.011,,V,ATE,,138,140,110825,,0,1.38,Z,,13.899,,SN 2011FE,0,STD,,,
2455801.34762,12.502,0.011,,V,ATE,,138,140,110825,,0,1.39,Z,,13.853,,SN 2011FE,0,STD,,,
2455801.34836,12.527,0.011,,V,ATE,,138,140,110825,,0,1.39,Z,,13.880,,SN 2011FE,0,STD,,,
2455801.34910,12.506,0.011,,V,ATE,,138,140,110825,,0,1.39,Z,,13.890,,SN 2011FE,0,STD,,,
2455801.34988,12.508,0.011,,V,ATE,,138,140,110825,,0,1.40,Z,,13.851,,SN 2011FE,0,STD,,,
2455801.3500,12.5,,,Vis.,KWO,,119,128,5249axn,,,,Z,,,,SN 2011FE,2,STD,,,
2455801.35062,12.508,0.011,,V,ATE,,138,140,110825,,0,1.40,Z,,13.825,,SN 2011FE,0,STD,,,
2455801.35136,12.520,0.011,,V,ATE,,138,140,110825,,0,1.41,Z,,13.888,,SN 2011FE,0,STD,,,
2455801.35210,12.481,0.011,,V,ATE,,138,140,110825,,0,1.41,Z,,13.842,,SN 2011FE,0,STD,,,
2455801.35287,12.508,0.011,,V,ATE,,138,140,110825,,0,1.41,Z,,13.883,,SN 2011FE,0,STD,,,
2455801.35361,12.488,0.011,,V,ATE,,138,140,110825,,0,1.42,Z,,13.844,,SN 2011FE,0,STD,,,
2455801.35417,12.6,,,Vis.,WKL,,12.9,12.0,SN Search charts,Observation with 6 inch Newton,,,Z,,,,SN 2011FE,15,STD,,,
2455801.35438,12.507,0.010,,V,ATE,,138,140,110825,,0,1.42,Z,,13.875,,SN 2011FE,0,STD,,,
2455801.35513,12.482,0.010,,V,ATE,,138,140,110825,,0,1.43,Z,,13.850,,SN 2011FE,0,STD,,,
2455801.35588,12.481,0.011,,V,ATE,,138,140,110825,,0,1.43,Z,,13.857,,SN 2011FE,0,STD,,,
2455801.35662,12.506,0.011,,V,ATE,,138,140,110825,,0,1.43,Z,,13.853,,SN 2011FE,0,STD,,,
2455801.35736,12.526,0.011,,V,ATE,,138,140,110825,,0,1.44,Z,,13.849,,SN 2011FE,0,STD,,,
2455801.35764,12.31,0.02,,CR,NOT,B,138,140,5256acg,,0,,Z,13.23,13.55,,PTF11KLY,0,STD,,,
2455801.35811,12.496,0.011,,V,ATE,,138,140,110825,,0,1.44,Z,,13.848,,SN 2011FE,0,STD,,,
2455801.35885,12.497,0.011,,V,ATE,,138,140,110825,,0,1.45,Z,,13.868,,SN 2011FE,0,STD,,,
2455801.35962,12.487,0.011,,V,ATE,,138,140,110825,,0,1.45,Z,,13.826,,SN 2011FE,0,STD,,,
2455801.36036,12.483,0.011,,V,ATE,,138,140,110825,,0,1.45,Z,,13.840,,SN 2011FE,0,STD,,,
2455801.3604,12.5,,,Vis.,GZN,,120,128,THOMPSON-BRYAN,,,,Z,,,,SN 2011FE,0,STD,,,
2455801.36110,12.511,0.011,,V,ATE,,138,140,110825,,0,1.46,Z,,13.826,,SN 2011FE,0,STD,,,
2455801.36192,12.477,0.011,,V,ATE,,138,140,110825,,0,1.46,Z,,13.809,,SN 2011FE,0,STD,,,
2455801.36267,12.500,0.011,,V,ATE,,138,140,110825,,0,1.47,Z,,13.822,,SN 2011FE,0,STD,,,
2455801.36341,12.497,0.011,,V,ATE,,138,140,110825,,0,1.47,Z,,13.873,,SN 2011FE,0,STD,,,
2455801.36418,12.494,0.010,,V,ATE,,138,140,110825,,0,1.47,Z,,13.828,,SN 2011FE,0,STD,,,
2455801.36492,12.480,0.011,,V,ATE,,138,140,110825,,0,1.48,Z,,13.830,,SN 2011FE,0,STD,,,
2455801.36566,12.486,0.011,,V,ATE,,138,140,110825,,0,1.48,Z,,13.800,,SN 2011FE,0,STD,,,
2455801.36644,12.488,0.011,,V,ATE,,138,140,110825,,0,1.49,Z,,13.809,,SN 2011FE,0,STD,,,
2455801.36718,12.529,0.011,,V,ATE,,138,140,110825,,0,1.49,Z,,13.846,,SN 2011FE,0,STD,,,
2455801.36792,12.496,0.011,,V,ATE,,138,140,110825,,0,1.50,Z,,13.847,,SN 2011FE,0,STD,,,
2455801.36866,12.517,0.011,,V,ATE,,138,140,110825,,0,1.50,Z,,13.879,,SN 2011FE,0,STD,,,
2455801.369,12.884,0.012,,B,OAR,,117,140,5252gli,,0,,Z,12.268,14.614,,SN 2011FE,17,STD,,,
2455801.36940,12.510,0.011,,V,ATE,,138,140,110825,,0,1.50,Z,,13.882,,SN 2011FE,0,STD,,,
2455801.37,12.3,,,Vis.,PUJ,,117,128,5249CNN,SN in M101,,,Z,,,,SN 2011FE,6,STD,,,
2455801.37153,12.1,,,Vis.,CVJ,,11.7,12.8,AAVSO,,,,Z,,,,SN 2011FE,30,STD,,,
2455801.38194,12.4,,,Vis.,EMA,,117,128,5249DUR,,,,Z,,,,PTF11KLY,30,STD,,,
2455801.38384,12.573,0.031,,V,RMU,,ENSEMBLE,STAR 2,5249CHX,,0,1.622,Z,,13.573,,SN 2011FE,6,STD,,,
2455801.385,12.672,0.035,,V,OAR,,117,140,5252gli,,0,,Z,11.735,13.987,,SN 2011FE,17,STD,,,
2455801.38799,12.691,0.031,,B,RMU,,ENSEMBLE,STAR 2,5252IJ,,0,1.643,Z,,14.257,,SN 2011FE,6,STD,,,
2455801.38889,12.6,,,Vis.,STI,,117,131,5249kf,"CCD img., Slooh,Tenerife",,,Z,,,,SN 2011FE,0,STD,,,
2455801.39096,12.407,0.036,,R,RMU,,ENSEMBLE,STAR 2,5252IN,,0,1.675,Z,,13.152,,SN 2011FE,6,STD,,,
2455801.39416,12.345,0.030,,I,RMU,,ENSEMBLE,STAR 2,5252IS,,0,1.700,Z,,12.508,,SN 2011FE,6,STD,,,
2455801.39653,12.45,0.015,,V,MUY,,138,140,5249mz,,0,,Z,13.8,14.0,,PTF11KLY,5,STD,,,
2455801.397,12.47,,,V,PYG,,140,,5249DOQ,BRT,0,,Z,14.0,,,SN 2011FE,30,STD,,,
2455801.398,12.599,0.024,,R,OAR,,117,140,5252gli,,0,,Z,11.359,13.806,,SN 2011FE,17,STD,,,
2455801.401,12.6,,,Vis.,PYG,Y,128+2,,5249DOQ,,,,Z,,,,SN 2011FE,30,STD,,,
2455801.42222,12.426,0.02,,V,GQR,,000-BKD-531,000-BKD-529,5252bqh,,0,,Z,13.291,12.751,,PTF11kly,0,STD,,,
2455801.44560,12.448,,,V,SWQ,,,,5249ve,,0,,Z,14.0,13.8,,SN 2011FE,13,STD,,,
2455801.5278,12.8,,,Vis.,VSD,,123,,5252bbv,,,,Z,,,,SN 2011FE,5,STD,,,
2455801.559167,12.490,0.008,,CV,UJHA,,000-BKD-534,000-BKD-533,5251SS,,0,,Z,11.982,11.824,,SN 2011FE,0,STD,,,
2455801.563414,12.493,0.006,,CV,UJHA,,000-BKD-534,000-BKD-533,5251SS,,0,,Z,12.038,11.881,,SN 2011FE,0,STD,,,
2455801.567257,12.489,0.005,,CV,UJHA,,000-BKD-534,000-BKD-533,5251SS,,0,,Z,11.997,11.836,,SN 2011FE,0,STD,,,
2455801.571123,12.472,0.005,,CV,UJHA,,000-BKD-534,000-BKD-533,5251SS,,0,,Z,12.084,11.914,,SN 2011FE,0,STD,,,
2455801.575,12.471,0.004,,CV,UJHA,,000-BKD-534,000-BKD-533,5251SS,,0,,Z,11.989,11.826,,SN 2011FE,0,STD,,,
2455801.57778,12.37,0.02,,V,SHA,,000-BKD-533,000-BKD-534,5252anp,,0,1.41,Z,13.801,13.991,,SN 2011FE,0,STD,,,
2455801.57817,12.507,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.388,Z,,14.099,,PTF11KLY,0,STD,0,,
2455801.57863,12.543,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.390,Z,,14.145,,PTF11KLY,0,STD,0,,
2455801.578935,12.479,0.004,,CV,UJHA,,000-BKD-534,000-BKD-533,5251SS,,0,,Z,12.037,11.885,,SN 2011FE,0,STD,,,
2455801.57917,12.69,0.02,,B,SHA,,000-BKD-533,000-BKD-534,5252anp,,0,1.42,Z,14.699,14.557,,SN 2011FE,0,STD,,,
2455801.57958,12.503,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.395,Z,,14.046,,PTF11KLY,0,STD,0,,
2455801.58005,12.528,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.397,Z,,14.029,,PTF11KLY,0,STD,0,,
2455801.58051,12.510,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.399,Z,,13.980,,PTF11KLY,0,STD,0,,
2455801.58097,12.463,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.402,Z,,13.973,,PTF11KLY,0,STD,0,,
2455801.58142,12.505,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.404,Z,,14.054,,PTF11KLY,0,STD,0,,
2455801.58189,12.516,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.406,Z,,14.015,,PTF11KLY,0,STD,0,,
2455801.58234,12.496,0.007,,V,ROE,,ENSEMBLE,141,5248AU,,0,1.409,Z,,14.069,,PTF11KLY,0,STD,0,,
2455801.582813,12.472,0.004,,CV,UJHA,,000-BKD-534,000-BKD-533,5251SS,,0,,Z,12.089,11.927,,SN 2011FE,0,STD,,,
2455801.58472,12.33,0.03,,I,SHA,,000-BKD-533,000-BKD-534,5252anp,,0,1.45,Z,12.698,13.197,,SN 2011FE,0,STD,,,
2455801.58472,12.1,,,Vis.,CKB,,117,119,110826,,,,Z,,,,SN 2011FE,0,STD,,,
2455801.60103,12.453,0.016,,V,HOA,,ENSEMBLE,140,5252ATR,,0,,Z,,13.993,,SN 2011FE,0,STD,,,
2455801.60152,12.75,0.03,,CV,HSW,,000-BKD-533,000-BKD-538,5253ahq,,0,,Z,13.801,15.475,,PTF11kly,0,STD,,,
2455801.60222,12.437,0.029,,V,HOA,,ENSEMBLE,140,5252ATV,,0,,Z,,14.026,,SN 2011FE,0,STD,,,
2455801.60343,12.394,0.017,,V,HOA,,ENSEMBLE,140,5252ATX,,0,,Z,,13.825,,SN 2011FE,0,STD,,,
2455801.60462,12.421,0.015,,V,HOA,,ENSEMBLE,140,5252ATY,,0,,Z,,13.911,,SN 2011FE,0,STD,,,
2455801.60582,12.468,0.016,,V,HOA,,ENSEMBLE,140,5252AUC,,0,,Z,,13.882,,SN 2011FE,0,STD,,,
2455801.626852,12.399,0.005,,V,STIA,,000-BKD-533,000-BKD-538,5258CH,,0,1.588,Z,14.831,16.538,,SN 2011FE,0,STD,,,
2455801.63125,12.5,,,Vis.,WLY,,119,128,5249TH,,,,Z,,,,SN 2011FE,0,STD,,,
2455801.641192,12.672,0.009,,B,STIA,,000-BKD-533,000-BKD-538,5258CH,,0,1.681,Z,15.712,17.122,,SN 2011FE,0,STD,,,
2455801.67708,12.4,,,Vis.,SGE,,119,128,5249ANB,18.5 inch telescope at SSSP,,,Z,,,,SN 2011FE,27,STD,,,
2455801.68595,12.409,0.0052,,V,TDW,,140,138,5249cnh,,0,1.491,Z,13.991,13.801,,PTF11KLY,0,STD,,,
2455801.69653,12.5,,,Vis.,HUZ,,119,128,5252FTP,FROM SASK SUMMER STAR PARTY,,,Z,,,,SN 2011FE,0,STD,,,
2455801.7069,12.3,,,Vis.,KRB,Y,121,125,5247FBO,NEW SN USED TT ARI SEQ,,,Z,,,,SN 2011FE,0,STD,,,
2455801.72153,12.3,,,N/A,RR,,12.8,11.9,5249DID,,,,Z,,,,SN 2011FE,0,STD,,,
2455801.73681,12.5,,,Vis.,PAH,S,119,128,5249anb,from SSSP - large gap in sequence,,,Z,,,,SN 2011FE,30,STD,,,
2455801.7518,12.500,0.027,,B,DJX,,ensemble,000-BKD-529,5252fbo,DSLR + 100mm F9 scope - Taken at SSSP,1,1.956,Z,NA,13.447,,SN 2011FE,27,STD,,,
2455801.7520,12.391,0.025,,V,DJX,,ensemble,000-BKD-529,5252fbo,DSLR + 100mm F9 scope - average of 20 x 60s Green taken at SSSP,1,1.951,Z,NA,12.759,,SN 2011FE,27,STD,,,
2455801.7522,12.362,0.051,,R,DJX,,ensemble,000-BKD-529,5252fbo,DSLR + 100mm F9 scope - average of 17 x 60s of Red,1,1.961,Z,NA,12.277,,SN 2011FE,27,STD,,,
2455801.78264,12.3,,,N/A,BRJA,,119,123,5253alh,DSLR Photo Observer ID4547 ISO800 421 sec exp.,,,Z,,,,PTF11KLY,0,STD,,,
2455802.285792,12.109,0.047,,V,NRU,,140,138,5252DNR,,0,1.266,Z,16.079,15.784,,PTF11KLY,0,STD,,,
2455802.289555,12.082,0.043,,V,NRU,,140,138,5252DNR,,0,1.280,Z,16.097,15.855,,PTF11KLY,0,STD,,,
2455802.293153,12.200,0.037,,V,NRU,,140,138,5252DNR,,0,1.292,Z,15.991,15.854,,PTF11KLY,0,STD,,,
2455802.296707,12.143,0.037,,V,NRU,,140,138,5252DNR,,0,1.306,Z,16.042,15.822,,PTF11KLY,0,STD,,,
2455802.30,12.0,,,Vis.,HCS,,000,,999999,,,,Z,,,,SN 2011FE,3,STD,,,
2455802.300183,12.048,0.038,,V,NRU,,140,138,5252DNR,,0,1.319,Z,16.140,15.816,,PTF11KLY,0,STD,,,
2455802.303696,12.101,0.039,,V,NRU,,140,138,5252DNR,,0,1.332,Z,16.101,15.788,,PTF11KLY,0,STD,,,
2455802.307688,12.149,0.034,,V,NRU,,140,138,5252DNR,,0,1.348,Z,16.048,15.847,,PTF11KLY,0,STD,,,
2455802.311304,12.141,0.035,,V,NRU,,140,138,5252DNR,,0,1.363,Z,16.061,15.852,,PTF11KLY,0,STD,,,
2455802.31491,12.129,0.035,,V,NRU,,140,138,5252DNR,,0,1.378,Z,16.065,15.799,,PTF11KLY,0,STD,,,
2455802.322149,12.177,0.034,,V,NRU,,140,138,5252DNR,,0,1.410,Z,16.027,15.844,,PTF11KLY,0,STD,,,
2455802.326047,12.120,0.034,,V,NRU,,140,138,5252DNR,,0,1.427,Z,16.078,15.831,,PTF11KLY,0,STD,,,
2455802.3271,12.1,,,Vis.,KWO,,119,123,5249axn,COMP 123 FROM TASS4-V,,,Z,,,,SN 2011FE,2,STD,,,
2455802.32778,12.2,,,Vis.,SJZ,,119,128,5249TH,,,,Z,,,,SN 2011FE,30,STD,,,
2455802.33008,12.109,0.034,,V,NRU,,140,138,5252DNR,,0,1.446,Z,16.078,15.882,,PTF11KLY,0,STD,,,
2455802.334148,12.102,0.034,,V,NRU,,140,138,5252DNR,,0,1.465,Z,16.092,15.858,,PTF11KLY,0,STD,,,
2455802.338148,12.093,0.035,,V,NRU,,140,138,5252DNR,,0,1.486,Z,16.108,15.837,,PTF11KLY,0,STD,,,
2455802.342169,12.023,0.038,,V,NRU,,140,138,5252DNR,,0,1.506,Z,16.184,15.888,,PTF11KLY,0,STD,,,
2455802.34251,12.020,0.009,,V,ATE,,138,140,110825,,0,1.38,Z,,13.876,,SN 2011FE,0,STD,,,
2455802.34341,12.028,0.009,,V,ATE,,138,140,110825,,0,1.38,Z,,13.875,,SN 2011FE,0,STD,,,
2455802.34449,12.023,0.008,,V,ATE,,138,140,110825,,0,1.39,Z,,13.881,,SN 2011FE,0,STD,,,
2455802.34538,12.039,0.009,,V,ATE,,138,140,110825,,0,1.39,Z,,13.900,,SN 2011FE,0,STD,,,
2455802.34619,12.061,0.009,,V,ATE,,138,140,110825,,0,1.39,Z,,13.934,,SN 2011FE,0,STD,,,
2455802.346198,12.082,0.035,,V,NRU,,140,138,5252DNR,,0,1.528,Z,16.138,15.864,,PTF11KLY,0,STD,,,
2455802.34694,12.067,0.009,,V,ATE,,138,140,110825,,0,1.40,Z,,13.926,,SN 2011FE,0,STD,,,
2455802.34722,12.1,,,Vis.,OJR,,123,,5252brd,,,,Z,,,,SN 2011FE,30,STD,,,
2455802.34768,12.047,0.009,,V,ATE,,138,140,110825,,0,1.40,Z,,13.910,,SN 2011FE,0,STD,,,
2455802.34842,12.072,0.009,,V,ATE,,138,140,110825,,0,1.41,Z,,13.922,,SN 2011FE,0,STD,,,
2455802.34917,12.055,0.009,,V,ATE,,138,140,110825,,0,1.41,Z,,13.889,,SN 2011FE,0,STD,,,
2455802.34991,12.025,0.009,,V,ATE,,138,140,110825,,0,1.41,Z,,13.868,,SN 2011FE,0,STD,,,
2455802.350238,12.079,0.036,,V,NRU,,140,138,5252DNR,,0,1.550,Z,16.129,15.842,,PTF11KLY,0,STD,,,
2455802.35065,12.040,0.009,,V,ATE,,138,140,110825,,0,1.42,Z,,13.899,,SN 2011FE,0,STD,,,
2455802.35141,12.066,0.009,,V,ATE,,138,140,110825,,0,1.42,Z,,13.928,,SN 2011FE,0,STD,,,
2455802.352,11.9,,,Vis.,PIJ,,119,,5249BEA,,,,Z,,,,SN 2011FE,3,STD,,,
2455802.35208,11.9,,,Vis.,HEK,,117,,5251v,,,,Z,,,,2011FE,11,STD,,,
2455802.35216,12.024,0.009,,V,ATE,,138,140,110825,,0,1.42,Z,,13.886,,SN 2011FE,0,STD,,,
2455802.35290,12.062,0.009,,V,ATE,,138,140,110825,,0,1.43,Z,,13.853,,SN 2011FE,0,STD,,,
2455802.3535,12.6,,,Vis.,DPV,,11.9,12.8,5249DPC,,,,Z,,,,SN 2011FE,9,STD,,,
2455802.35365,12.063,0.009,,V,ATE,,138,140,110825,,0,1.43,Z,,13.920,,SN 2011FE,0,STD,,,
2455802.354265,12.092,0.035,,V,NRU,,140,138,5252DNR,,0,1.573,Z,16.116,15.868,,PTF11KLY,0,STD,,,
2455802.35439,12.037,0.009,,V,ATE,,138,140,110825,,0,1.44,Z,,13.909,,SN 2011FE,0,STD,,,
2455802.35513,12.051,0.009,,V,ATE,,138,140,110825,,0,1.44,Z,,13.905,,SN 2011FE,0,STD,,,
2455802.35589,12.049,0.009,,V,ATE,,138,140,110825,,0,1.44,Z,,13.909,,SN 2011FE,0,STD,,,
2455802.35663,12.070,0.009,,V,ATE,,138,140,110825,,0,1.45,Z,,13.899,,SN 2011FE,0,STD,,,
2455802.35739,12.033,0.009,,V,ATE,,138,140,110825,,0,1.45,Z,,13.916,,SN 2011FE,0,STD,,,
2455802.35819,12.029,0.009,,V,ATE,,138,140,110825,,0,1.46,Z,,13.911,,SN 2011FE,0,STD,,,
2455802.358317,12.134,0.035,,V,NRU,,140,138,5252DNR,,0,1.596,Z,16.085,15.882,,PTF11KLY,0,STD,,,
2455802.35896,12.068,0.009,,V,ATE,,138,140,110825,,0,1.46,Z,,13.931,,SN 2011FE,0,STD,,,
2455802.35970,12.062,0.009,,V,ATE,,138,140,110825,,0,1.47,Z,,13.950,,SN 2011FE,0,STD,,,
2455802.36044,12.057,0.009,,V,ATE,,138,140,110825,,0,1.47,Z,,13.902,,SN 2011FE,0,STD,,,
2455802.36118,12.063,0.009,,V,ATE,,138,140,110825,,0,1.47,Z,,13.939,,SN 2011FE,0,STD,,,
2455802.36192,12.033,0.009,,V,ATE,,138,140,110825,,0,1.48,Z,,13.888,,SN 2011FE,0,STD,,,
2455802.362387,12.067,0.035,,V,NRU,,140,138,5252DNR,,0,1.621,Z,16.152,15.813,,PTF11KLY,0,STD,,,
2455802.36266,12.059,0.009,,V,ATE,,138,140,110825,,0,1.48,Z,,13.944,,SN 2011FE,0,STD,,,
2455802.36341,12.036,0.009,,V,ATE,,138,140,110825,,0,1.49,Z,,13.890,,SN 2011FE,0,STD,,,
2455802.36418,12.035,0.009,,V,ATE,,138,140,110825,,0,1.49,Z,,13.909,,SN 2011FE,0,STD,,,
2455802.3646,12.0,,,Vis.,GZN,,117,123,5252BCP,,,,Z,,,,SN 2011FE,0,STD,,,
2455802.36492,12.039,0.009,,V,ATE,,138,140,110825,,0,1.50,Z,,13.907,,SN 2011FE,0,STD,,,
2455802.36566,12.069,0.009,,V,ATE,,138,140,110825,,0,1.50,Z,,13.959,,SN 2011FE,0,STD,,,
2455802.36640,12.068,0.009,,V,ATE,,138,140,110825,,0,1.50,Z,,13.961,,SN 2011FE,0,STD,,,
2455802.366434,12.096,0.036,,V,NRU,,140,138,5252DNR,,0,1.646,Z,16.129,15.907,,PTF11KLY,0,STD,,,
2455802.36662,12.07,.003,,V,CALA,,117,128,5252mrg,"Frasso Sabino Observatory, Rome",0,1.833,Z,-7.80,-6.78,,PTF11kly,0,STD,,,
2455802.36714,12.069,0.009,,V,ATE,,138,140,110825,,0,1.51,Z,,13.919,,SN 2011FE,0,STD,,,
2455802.36907,12.22,.004,,B,CALA,,117,128,5252mrg,"Frasso Sabino Observatory, Rome",0,1.856,Z,-6.80,-5.60,,PTF11kly,0,STD,,,
2455802.370498,12.074,0.036,,V,NRU,,140,138,5252DNR,,0,1.672,Z,16.139,15.881,,PTF11KLY,0,STD,,,
2455802.37139,11.89,.002,,R,CALA,,117,128,5252mrg,"Frasso Sabino Observatory, Rome",0,1.878,Z,-8.48,-7.57,,PTF11kly,0,STD,,,
2455802.374529,12.115,0.036,,V,NRU,,140,138,5252DNR,,0,1.699,Z,16.101,15.864,,PTF11KLY,0,STD,,,
2455802.37549,12.098,0.039,,V,RMU,,ENSEMBLE,STAR 2,5249CHX,,0,1.583,Z,,13.577,,SN 2011FE,6,STD,,,
2455802.378396,12.047,0.040,,V,NRU,,140,138,5252DNR,,0,1.726,Z,16.179,15.863,,PTF11KLY,0,STD,,,
2455802.38028,12.153,0.044,,B,RMU,,ENSEMBLE,STAR 2,5252IJ,,0,1.606,Z,,14.406,,SN 2011FE,6,STD,,,
2455802.382083,12.147,0.035,,V,NRU,,140,138,5252DNR,,0,1.751,Z,16.100,15.889,,PTF11KLY,0,STD,,,
2455802.38296,12.095,0.015,,V,MIW,,ENSEMBLE,141,5249ASP,MEAN OF 5 MEASUREMENTS,0,,Z,,14.123,,SN 2011FE,20,STD,,,
2455802.38313,11.985,0.043,,R,RMU,,ENSEMBLE,STAR 2,5252IS,,0,1.636,Z,,13.191,,SN 2011FE,6,STD,,,
2455802.385702,12.109,0.039,,V,NRU,,140,138,5252DNR,,0,1.777,Z,16.130,15.920,,PTF11KLY,0,STD,,,
2455802.38653,12.155,0.024,,B,MIW,,ENSEMBLE,141,5249ASP,MEAN OF 5 MEASUREMENTS,0,,Z,,14.965,,SN 2011FE,20,STD,,,
2455802.38654,11.875,0.040,,I,RMU,,ENSEMBLE,STAR 2,5252IN,,0,1.660,Z,,12.684,,SN 2011FE,6,STD,,,
2455802.389438,12.102,0.039,,V,NRU,,140,138,5252DNR,,0,1.804,Z,16.127,15.958,,PTF11KLY,0,STD,,,
2455802.39126,11.8,,,Vis.,TJOB,,117,119,5252def,,,,Z,,,,SN 2011FE,0,STD,,,
2455802.393089,12.120,0.039,,V,NRU,,140,138,5252DNR,,0,1.832,Z,16.131,15.981,,PTF11KLY,0,STD,,,
2455802.396047,12.092,0.043,,V,NRU,,140,138,5252DNR,,0,1.859,Z,16.146,15.992,,PTF11KLY,0,STD,,,
2455802.39722,11.8,,,Vis.,STI,,113,119,5252iqx,"CCD img., Slooh, Tenerife",,,Z,,,,SN 2011FE,0,STD,,,
2455802.47500,11.97,,,V,PYG,,140,,5249doq,BRT,0,,Z,14.0,,,SN 2011FE,30,STD,,,
2455802.47500,11.96,0.010,,V,MUY,,138,140,5249mz,,0,,Z,13.8,14.0,,SN 2011FE,5,STD,,,
2455802.47517,11.967,,,V,SWQ,,,,5249ve,,0,,Z,14.0,13.8,,SN 2011FE,13,STD,,,
2455802.545,12.06,0.08,,B,RHM,,ensemble,5249bgj,5249bgj,Includes color terms,0,,Z,,,,PTF11KLY,0,STD,,,
2455802.551,12.03,0.06,,V,RHM,,ensemble,5249bgj,5249bgj,includes color termsedited to correct the JD by a small amount,0,,Z,,,,PTF11kly,0,STD,,,
2455802.55477,11.965,0.030,,V,HOA,,ENSEMBLE,140,5252JTZ,,0,,Z,,13.962,,SN 2011FE,0,STD,,,
2455802.55675,12.000,0.009,,V,HOA,,ENSEMBLE,140,5252JUD,,0,,Z,,13.996,,SN 2011FE,0,STD,,,
2455802.55794,12.028,0.015,,V,HOA,,ENSEMBLE,140,5252JUE,,0,,Z,,13.987,,SN 2011FE,0,STD,,,
2455802.55914,12.015,0.026,,V,HOA,,ENSEMBLE,140,5252JUK,,0,,Z,,13.907,,SN 2011FE,0,STD,,,
2455802.56155,12.023,0.010,,V,HOA,,ENSEMBLE,140,5252JUM,,0,,Z,,14.021,,SN 2011FE,0,STD,,,
2455802.565,11.83,0.08,,I,RHM,,ensemble,5249bgj,5249bgj,includes color terms,0,,Z,,,,PTF11KLY,0,STD,,,
2455802.574,11.89,0.06,,R,RHM,,ensemble,5249bgj,5249bgj,includes color terms,0,,Z,,,,PTF11KLY,0,STD,,,
2455802.6111,11.7,,,Vis.,KRB,Y,111,118,041211,USED R CRB SEQ,,,Z,,,,SN 2011FE,0,STD,,,
2455802.61458,11.8,,,Vis.,ZXIA,,119,117,5252ftk,8" Dob,,,Z,,,,SN 2011FE,0,STD,,,
2455802.6250,12.1,,,Vis.,BTB,,119,123,5251bt,,,,Z,,,,PTF11KLY,0,STD,,,
2455802.66528,11.7,,,Vis.,WLY,,117,119,5249TH,,,,Z,,,,SN 2011FE,0,STD,,,
2455802.67569,11.8,,,Vis.,SGE,,117,119,5249ANB,18.5 inch telescope at SSSP,,,Z,,,,SN 2011FE,27,STD,,,
2455802.68403,11.9,,,Vis.,LYZ,B,11.7,11.9,5252tpk,,,,Z,,,,2011FE,0,STD,,,
2455802.73116,12.016,0.0625,,V,TDW,,140,138,5249cnd,,0,1.588,Z,13.991,13.801,,PTF11KLY,0,STD,,,
2455802.7426,11.953,0.059,,B,DJX,,ensemble,000-BKD-528,5252fbo,DSLR+100mm F9 scope - average of 4 groups of 10x60s exposures - Blue,1,1.848,Z,NA,12.559,,SN 2011FE,27,STD,,,
2455802.7426,11.793,0.082,,R,DJX,,ensemble,000-BKD-528,5252fbo,DSLR+100mm F9 scope - average of 4 groups of 10x60s exposures - Red,1,1.884,Z,NA,11.429,,SN 2011FE,27,STD,,,
